scale,site,calendar_date,pixel,value
1e-4,GVE,2007-07-28,41,7041
1e-4,GVE,2007-08-13,41,6230
1e-4,GVE,2007-08-29,41,4768
1e-4,GVE,2007-09-14,41,4848
1e-4,GVE,2007-09-30,41,5616
1e-4,GVE,2007-10-16,41,4206
1e-4,GVE,2007-11-01,41,4257
1e-4,GVE,2007-11-17,41,4189
1e-4,GVE,2007-12-03,41,3854
1e-4,GVE,2007-12-19,41,3409
1e-4,GVE,2008-01-01,41,3409
1e-4,GVE,2008-01-17,41,3713
1e-4,GVE,2008-02-02,41,3531
1e-4,GVE,2008-02-18,41,3650
1e-4,GVE,2008-03-05,41,4108
1e-4,GVE,2008-03-21,41,4301
1e-4,GVE,2008-04-06,41,3929
1e-4,GVE,2008-04-22,41,5355
1e-4,GVE,2008-05-08,41,5510
1e-4,GVE,2008-05-24,41,2498
1e-4,GVE,2008-06-09,41,5573
1e-4,GVE,2008-06-25,41,5986
1e-4,GVE,2008-07-11,41,6000
1e-4,GVE,2008-07-27,41,5676
1e-4,GVE,2008-08-12,41,6767
1e-4,GVE,2008-08-28,41,5198
1e-4,GVE,2008-09-13,41,5561
1e-4,GVE,2008-09-29,41,4794
1e-4,GVE,2008-10-15,41,4758
1e-4,GVE,2008-10-31,41,4827
1e-4,GVE,2008-11-16,41,5232
1e-4,GVE,2008-12-02,41,403
1e-4,GVE,2008-12-18,41,3986
1e-4,GVE,2009-01-01,41,1526
1e-4,GVE,2009-01-17,41,2766
1e-4,GVE,2009-02-02,41,4422
1e-4,GVE,2009-02-18,41,3320
1e-4,GVE,2009-03-06,41,3200
1e-4,GVE,2009-03-22,41,3992
1e-4,GVE,2009-04-07,41,5528
1e-4,GVE,2009-04-23,41,6331
1e-4,GVE,2009-05-09,41,4907
1e-4,GVE,2009-05-25,41,6941
1e-4,GVE,2009-06-10,41,4979
1e-4,GVE,2009-06-26,41,4863
1e-4,GVE,2009-07-12,41,4525
1e-4,GVE,2009-07-28,41,6107
1e-4,GVE,2009-08-13,41,4314
1e-4,GVE,2009-08-29,41,4524
1e-4,GVE,2009-09-14,41,5742
1e-4,GVE,2009-09-30,41,4244
1e-4,GVE,2009-10-16,41,5904
1e-4,GVE,2009-11-01,41,3724
1e-4,GVE,2009-11-17,41,4407
1e-4,GVE,2009-12-03,41,3812
1e-4,GVE,2009-12-19,41,3964
1e-4,GVE,2010-01-01,41,3964
1e-4,GVE,2010-01-17,41,1511
1e-4,GVE,2010-02-02,41,3836
1e-4,GVE,2010-02-18,41,3108
1e-4,GVE,2010-03-06,41,3005
1e-4,GVE,2010-03-22,41,4239
1e-4,GVE,2010-04-07,41,4912
1e-4,GVE,2010-04-23,41,5238
1e-4,GVE,2010-05-09,41,4821
1e-4,GVE,2010-05-25,41,7017
1e-4,GVE,2010-06-10,41,6501
1e-4,GVE,2010-06-26,41,5595
1e-4,GVE,2010-07-12,41,5627
1e-4,GVE,2010-07-28,41,6377
1e-4,GVE,2010-08-13,41,6130
1e-4,GVE,2010-08-29,41,5675
1e-4,GVE,2010-09-14,41,6031
1e-4,GVE,2010-09-30,41,6173
1e-4,GVE,2010-10-16,41,5732
1e-4,GVE,2010-11-01,41,4536
1e-4,GVE,2010-11-17,41,4578
1e-4,GVE,2010-12-03,41,4672
1e-4,GVE,2010-12-19,41,17
1e-4,GVE,2011-01-01,41,4251
1e-4,GVE,2011-01-17,41,960
1e-4,GVE,2011-02-02,41,2751
1e-4,GVE,2011-02-18,41,2343
1e-4,GVE,2011-03-06,41,3403
1e-4,GVE,2011-03-22,41,3037
1e-4,GVE,2011-04-07,41,5552
1e-4,GVE,2011-04-23,41,7071
1e-4,GVE,2011-05-09,41,6886
1e-4,GVE,2011-05-25,41,5038
1e-4,GVE,2011-06-10,41,5087
1e-4,GVE,2011-06-26,41,5823
1e-4,GVE,2011-07-12,41,5345
1e-4,GVE,2011-07-28,41,5472
1e-4,GVE,2011-08-13,41,5983
1e-4,GVE,2011-08-29,41,5726
1e-4,GVE,2011-09-14,41,6451
1e-4,GVE,2011-09-30,41,4549
1e-4,GVE,2011-10-16,41,5412
1e-4,GVE,2011-11-01,41,4211
1e-4,GVE,2011-11-17,41,4153
1e-4,GVE,2011-12-03,41,4458
1e-4,GVE,2011-12-19,41,3244
1e-4,GVE,2012-01-01,41,4622
1e-4,GVE,2012-01-17,41,4284
1e-4,GVE,2012-02-02,41,899
1e-4,GVE,2012-02-18,41,4076
1e-4,GVE,2012-03-05,41,3283
1e-4,GVE,2012-03-21,41,4238
1e-4,GVE,2012-04-06,41,4065
1e-4,GVE,2012-04-22,41,5309
