scale,site,calendar_date,pixel,value
1e-4,GUT,2007-07-28,41,7701
1e-4,GUT,2007-08-13,41,7159
1e-4,GUT,2007-08-29,41,7546
1e-4,GUT,2007-09-14,41,7352
1e-4,GUT,2007-09-30,41,6306
1e-4,GUT,2007-10-16,41,6820
1e-4,GUT,2007-11-01,41,6795
1e-4,GUT,2007-11-17,41,6551
1e-4,GUT,2007-12-03,41,5946
1e-4,GUT,2007-12-19,41,5838
1e-4,GUT,2008-01-01,41,6284
1e-4,GUT,2008-01-17,41,6628
1e-4,GUT,2008-02-02,41,5443
1e-4,GUT,2008-02-18,41,5253
1e-4,GUT,2008-03-05,41,6031
1e-4,GUT,2008-03-21,41,6753
1e-4,GUT,2008-04-06,41,7871
1e-4,GUT,2008-04-22,41,6788
1e-4,GUT,2008-05-08,41,6738
1e-4,GUT,2008-05-24,41,5901
1e-4,GUT,2008-06-09,41,7187
1e-4,GUT,2008-06-25,41,6961
1e-4,GUT,2008-07-11,41,7333
1e-4,GUT,2008-07-27,41,7773
1e-4,GUT,2008-08-12,41,7239
1e-4,GUT,2008-08-28,41,7605
1e-4,GUT,2008-09-13,41,6904
1e-4,GUT,2008-09-29,41,7708
1e-4,GUT,2008-10-15,41,7538
1e-4,GUT,2008-10-31,41,4794
1e-4,GUT,2008-11-16,41,2149
1e-4,GUT,2008-12-02,41,6652
1e-4,GUT,2008-12-18,41,6199
1e-4,GUT,2009-01-01,41,2296
1e-4,GUT,2009-01-17,41,5656
1e-4,GUT,2009-02-02,41,5278
1e-4,GUT,2009-02-18,41,5349
1e-4,GUT,2009-03-06,41,5845
1e-4,GUT,2009-03-22,41,6948
1e-4,GUT,2009-04-07,41,7269
1e-4,GUT,2009-04-23,41,7046
1e-4,GUT,2009-05-09,41,7030
1e-4,GUT,2009-05-25,41,7184
1e-4,GUT,2009-06-10,41,6768
1e-4,GUT,2009-06-26,41,6948
1e-4,GUT,2009-07-12,41,7283
1e-4,GUT,2009-07-28,41,7263
1e-4,GUT,2009-08-13,41,6730
1e-4,GUT,2009-08-29,41,6895
1e-4,GUT,2009-09-14,41,7202
1e-4,GUT,2009-09-30,41,7392
1e-4,GUT,2009-10-16,41,7669
1e-4,GUT,2009-11-01,41,6559
1e-4,GUT,2009-11-17,41,7108
1e-4,GUT,2009-12-03,41,7597
1e-4,GUT,2009-12-19,41,6671
1e-4,GUT,2010-01-01,41,1712
1e-4,GUT,2010-01-17,41,1969
1e-4,GUT,2010-02-02,41,300
1e-4,GUT,2010-02-18,41,6720
1e-4,GUT,2010-03-06,41,5026
1e-4,GUT,2010-03-22,41,7543
1e-4,GUT,2010-04-07,41,7409
1e-4,GUT,2010-04-23,41,7017
1e-4,GUT,2010-05-09,41,7427
1e-4,GUT,2010-05-25,41,7291
1e-4,GUT,2010-06-10,41,7219
1e-4,GUT,2010-06-26,41,6805
1e-4,GUT,2010-07-12,41,7135
1e-4,GUT,2010-07-28,41,7078
1e-4,GUT,2010-08-13,41,7644
1e-4,GUT,2010-08-29,41,7781
1e-4,GUT,2010-09-14,41,7929
1e-4,GUT,2010-09-30,41,7840
1e-4,GUT,2010-10-16,41,7573
1e-4,GUT,2010-11-01,41,7039
1e-4,GUT,2010-11-17,41,4148
1e-4,GUT,2010-12-03,41,247
1e-4,GUT,2010-12-19,41,409
1e-4,GUT,2011-01-01,41,6098
1e-4,GUT,2011-01-17,41,1931
1e-4,GUT,2011-02-02,41,6725
1e-4,GUT,2011-02-18,41,8020
1e-4,GUT,2011-03-06,41,5478
1e-4,GUT,2011-03-22,41,7311
1e-4,GUT,2011-04-07,41,7971
1e-4,GUT,2011-04-23,41,6955
1e-4,GUT,2011-05-09,41,7173
1e-4,GUT,2011-05-25,41,6901
1e-4,GUT,2011-06-10,41,6699
1e-4,GUT,2011-06-26,41,7518
1e-4,GUT,2011-07-12,41,7679
1e-4,GUT,2011-07-28,41,7506
1e-4,GUT,2011-08-13,41,7116
1e-4,GUT,2011-08-29,41,7991
1e-4,GUT,2011-09-14,41,8021
1e-4,GUT,2011-09-30,41,7496
1e-4,GUT,2011-10-16,41,7461
1e-4,GUT,2011-11-01,41,7195
1e-4,GUT,2011-11-17,41,5655
1e-4,GUT,2011-12-03,41,6514
1e-4,GUT,2011-12-19,41,6469
1e-4,GUT,2012-01-01,41,5826
1e-4,GUT,2012-01-17,41,5739
1e-4,GUT,2012-02-02,41,-851
1e-4,GUT,2012-02-18,41,6069
1e-4,GUT,2012-03-05,41,6116
1e-4,GUT,2012-03-21,41,7201
1e-4,GUT,2012-04-06,41,8081
1e-4,GUT,2012-04-22,41,6782
1e-4,GUT,2012-05-08,41,7158
1e-4,GUT,2012-05-24,41,8178
1e-4,GUT,2012-06-09,41,7259
1e-4,GUT,2012-06-25,41,7621
1e-4,GUT,2012-07-11,41,7584
1e-4,GUT,2012-07-27,41,7774
1e-4,GUT,2012-08-12,41,6882
1e-4,GUT,2012-08-28,41,7437
1e-4,GUT,2012-09-13,41,7814
1e-4,GUT,2012-09-29,41,6216
1e-4,GUT,2012-10-15,41,7912
1e-4,GUT,2012-10-31,41,6968
1e-4,GUT,2012-11-16,41,1314
1e-4,GUT,2012-12-02,41,903
1e-4,GUT,2012-12-18,41,7073
1e-4,GUT,2013-01-01,41,7254
1e-4,GUT,2013-01-17,41,228
1e-4,GUT,2013-02-02,41,2348
1e-4,GUT,2013-02-18,41,3479
1e-4,GUT,2013-03-06,41,5888
1e-4,GUT,2013-03-22,41,6356
1e-4,GUT,2013-04-07,41,7088
1e-4,GUT,2013-04-23,41,6754
1e-4,GUT,2013-05-09,41,6064
1e-4,GUT,2013-05-25,41,6552
1e-4,GUT,2013-06-10,41,6724
1e-4,GUT,2013-06-26,41,7167
1e-4,GUT,2013-07-12,41,7244
1e-4,GUT,2013-07-28,41,7299
1e-4,GUT,2013-08-13,41,7312
1e-4,GUT,2013-08-29,41,8124
1e-4,GUT,2013-09-14,41,7578
1e-4,GUT,2013-09-30,41,8121
1e-4,GUT,2013-10-16,41,7176
1e-4,GUT,2013-11-01,41,7491
1e-4,GUT,2013-11-17,41,7263
1e-4,GUT,2013-12-03,41,6713
1e-4,GUT,2013-12-19,41,6527
1e-4,GUT,2014-01-01,41,6871
1e-4,GUT,2014-01-17,41,6400
1e-4,GUT,2014-02-02,41,6500
1e-4,GUT,2014-02-18,41,6702
1e-4,GUT,2014-03-06,41,6645
1e-4,GUT,2014-03-22,41,6846
1e-4,GUT,2014-04-07,41,7345
1e-4,GUT,2014-04-23,41,6537
1e-4,GUT,2014-05-09,41,6579
1e-4,GUT,2014-05-25,41,6702
1e-4,GUT,2014-06-10,41,6439
1e-4,GUT,2014-06-26,41,7426
1e-4,GUT,2014-07-12,41,7598
1e-4,GUT,2014-07-28,41,7984
1e-4,GUT,2014-08-13,41,7643
1e-4,GUT,2014-08-29,41,7302
1e-4,GUT,2014-09-14,41,7202
1e-4,GUT,2014-09-30,41,8515
1e-4,GUT,2014-10-16,41,7559
1e-4,GUT,2014-11-01,41,7434
1e-4,GUT,2014-11-17,41,5669
1e-4,GUT,2014-12-03,41,7169
1e-4,GUT,2014-12-19,41,6999
1e-4,GUT,2015-01-01,41,6725
1e-4,GUT,2015-01-17,41,1129
1e-4,GUT,2015-02-02,41,-107
1e-4,GUT,2015-02-18,41,6158
1e-4,GUT,2015-03-06,41,6009
1e-4,GUT,2015-03-22,41,6632
1e-4,GUT,2015-04-07,41,7341
1e-4,GUT,2015-04-23,41,7031
1e-4,GUT,2015-05-09,41,5566
1e-4,GUT,2015-05-25,41,6010
1e-4,GUT,2015-06-10,41,7499
1e-4,GUT,2015-06-26,41,6590
1e-4,GUT,2015-07-12,41,6799
1e-4,GUT,2015-07-28,41,6627
1e-4,GUT,2015-08-13,41,6975
1e-4,GUT,2015-08-29,41,7545
1e-4,GUT,2015-09-14,41,7215
1e-4,GUT,2015-09-30,41,7455
1e-4,GUT,2015-10-16,41,5082
1e-4,GUT,2015-11-01,41,7102
1e-4,GUT,2015-11-17,41,6003
1e-4,GUT,2015-12-03,41,7765
1e-4,GUT,2015-12-19,41,6563
1e-4,GUT,2016-01-01,41,1978
1e-4,GUT,2016-01-17,41,2845
1e-4,GUT,2016-02-02,41,6875
1e-4,GUT,2016-02-18,41,5393
1e-4,GUT,2016-03-05,41,7066
1e-4,GUT,2016-03-21,41,7320
1e-4,GUT,2016-04-06,41,7196
1e-4,GUT,2016-04-22,41,6335
1e-4,GUT,2016-05-08,41,6873
1e-4,GUT,2016-05-24,41,6824
1e-4,GUT,2016-06-09,41,7457
1e-4,GUT,2016-06-25,41,7016
1e-4,GUT,2016-07-11,41,7218
1e-4,GUT,2016-07-27,41,7846
1e-4,GUT,2016-08-12,41,7103
1e-4,GUT,2016-08-28,41,7176
1e-4,GUT,2016-09-13,41,7483
1e-4,GUT,2016-09-29,41,7485
1e-4,GUT,2016-10-15,41,7056
1e-4,GUT,2016-10-31,41,6943
1e-4,GUT,2016-11-16,41,6343
1e-4,GUT,2016-12-02,41,6784
1e-4,GUT,2016-12-18,41,6372
1e-4,GUT,2017-01-01,41,177
1e-4,GUT,2017-01-17,41,1019
1e-4,GUT,2017-02-02,41,436
1e-4,GUT,2017-02-18,41,6275
1e-4,GUT,2017-03-06,41,7033
1e-4,GUT,2017-03-22,41,6662
1e-4,GUT,2017-04-07,41,7026
1e-4,GUT,2017-04-23,41,6698
1e-4,GUT,2017-05-09,41,6407
1e-4,GUT,2017-05-25,41,6798
1e-4,GUT,2017-06-10,41,7160
1e-4,GUT,2017-06-26,41,6986
1e-4,GUT,2017-07-12,41,6923
1e-4,GUT,2017-07-28,41,7932
1e-4,GUT,2017-08-13,41,7490
1e-4,GUT,2017-08-29,41,6702
1e-4,GUT,2017-09-14,41,7740
1e-4,GUT,2017-09-30,41,7616
1e-4,GUT,2017-10-16,41,7013
1e-4,GUT,2017-11-01,41,6995
1e-4,GUT,2017-11-17,41,7277
1e-4,GUT,2017-12-03,41,7230
1e-4,GUT,2017-12-19,41,7209
1e-4,GUT,2018-01-01,41,7209
1e-4,GUT,2018-01-17,41,6984
1e-4,GUT,2018-02-02,41,7185
1e-4,GUT,2018-02-18,41,2142
1e-4,GUT,2018-03-06,41,6216
1e-4,GUT,2018-03-22,41,7208
1e-4,GUT,2018-04-07,41,7293
1e-4,GUT,2018-04-23,41,6626
1e-4,GUT,2018-05-09,41,5892
1e-4,GUT,2018-05-25,41,6833
1e-4,GUT,2018-06-10,41,6602
1e-4,GUT,2018-06-26,41,6870
1e-4,GUT,2018-07-12,41,7403
1e-4,GUT,2018-07-28,41,6676
1e-4,GUT,2018-08-13,41,6579
1e-4,GUT,2018-08-29,41,7096
1e-4,GUT,2018-09-14,41,6976
1e-4,GUT,2018-09-30,41,6877
1e-4,GUT,2018-10-16,41,7411
1e-4,GUT,2018-11-01,41,7467
1e-4,GUT,2018-11-17,41,5979
1e-4,GUT,2018-12-03,41,6409
1e-4,GUT,2018-12-19,41,7438
1e-4,GUT,2019-01-01,41,6107
1e-4,GUT,2019-01-17,41,6066
1e-4,GUT,2019-02-02,41,6540
1e-4,GUT,2019-02-18,41,6105
1e-4,GUT,2019-03-06,41,6676
1e-4,GUT,2019-03-22,41,6853
1e-4,GUT,2019-04-07,41,7306
1e-4,GUT,2019-04-23,41,7272
1e-4,GUT,2019-05-09,41,6725
1e-4,GUT,2019-05-25,41,6813
1e-4,GUT,2019-06-10,41,6941
1e-4,GUT,2019-06-26,41,6966
1e-4,GUT,2019-07-12,41,6842
1e-4,GUT,2019-07-28,41,6953
1e-4,GUT,2019-08-13,41,8209
1e-4,GUT,2019-08-29,41,7478
1e-4,GUT,2019-09-14,41,7262
1e-4,GUT,2019-09-30,41,7058
1e-4,GUT,2019-10-16,41,7364
1e-4,GUT,2019-11-01,41,7466
1e-4,GUT,2019-11-17,41,5094
1e-4,GUT,2019-12-03,41,6864
1e-4,GUT,2019-12-19,41,4447
1e-4,GUT,2020-01-01,41,6636
1e-4,GUT,2020-01-17,41,6783
1e-4,GUT,2020-02-02,41,6216
1e-4,GUT,2020-02-18,41,7575
1e-4,GUT,2020-03-05,41,6601
1e-4,GUT,2020-03-21,41,7001
1e-4,GUT,2020-04-06,41,6876
1e-4,GUT,2020-04-22,41,6883
1e-4,GUT,2020-05-08,41,7137
1e-4,GUT,2020-05-24,41,6961
1e-4,GUT,2020-06-09,41,7048
1e-4,GUT,2020-06-25,41,6794
1e-4,GUT,2020-07-11,41,5552
1e-4,GUT,2020-07-27,41,6586
1e-4,GUT,2020-08-12,41,7387
1e-4,GUT,2020-08-28,41,7426
1e-4,GUT,2020-09-13,41,7026
1e-4,GUT,2020-09-29,41,7526
1e-4,GUT,2020-10-15,41,6629
1e-4,GUT,2020-10-31,41,7054
1e-4,GUT,2020-11-16,41,6541
1e-4,GUT,2020-12-02,41,1385
1e-4,GUT,2020-12-18,41,5695
1e-4,GUT,2021-01-01,41,-20
1e-4,GUT,2021-01-17,41,-401
1e-4,GUT,2021-02-02,41,335
1e-4,GUT,2021-02-18,41,5620
1e-4,GUT,2021-03-06,41,5778
1e-4,GUT,2021-03-22,41,7445
1e-4,GUT,2021-04-07,41,7366
1e-4,GUT,2021-04-23,41,6830
1e-4,GUT,2021-05-09,41,7293
1e-4,GUT,2021-05-25,41,6971
1e-4,GUT,2021-06-10,41,7003
1e-4,GUT,2021-06-26,41,7240
1e-4,GUT,2021-07-12,41,6190
1e-4,GUT,2021-07-28,41,6278
1e-4,GUT,2021-08-13,41,8039
1e-4,GUT,2021-08-29,41,7618
1e-4,GUT,2021-09-14,41,8646
1e-4,GUT,2021-09-30,41,8113
1e-4,GUT,2021-10-16,41,7731
1e-4,GUT,2021-11-01,41,7869
1e-4,GUT,2021-11-17,41,5472
1e-4,GUT,2021-12-03,41,6333
1e-4,GUT,2021-12-19,41,7178
1e-4,GUT,2022-01-01,41,7828
1e-4,GUT,2022-01-17,41,4595
1e-4,GUT,2022-02-02,41,6931
1e-4,GUT,2022-02-18,41,6992
1e-4,GUT,2022-03-06,41,5842
1e-4,GUT,2022-03-22,41,6703
1e-4,GUT,2022-04-07,41,7837
1e-4,GUT,2022-04-23,41,7311
1e-4,GUT,2022-05-09,41,5897
1e-4,GUT,2022-05-25,41,6926
1e-4,GUT,2022-06-10,41,5910
1e-4,GUT,2022-06-26,41,7155
1e-4,GUT,2022-07-12,41,6990
1e-4,GUT,2022-07-28,41,6954
1e-4,GUT,2022-08-13,41,6933
1e-4,GUT,2022-08-29,41,8080
1e-4,GUT,2022-09-14,41,7573
1e-4,GUT,2022-09-30,41,7250
1e-4,GUT,2022-10-16,41,6657
1e-4,GUT,2022-11-01,41,1773
1e-4,GUT,2022-11-17,41,6925
1e-4,GUT,2022-12-03,41,1014
1e-4,GUT,2022-12-19,41,5650
1e-4,GUT,2023-01-01,41,5587
1e-4,GUT,2023-01-17,41,6412
